length,num_lines,avg_line_length,alpha_ratio,digit_ratio,space_ratio,special_char_ratio,avg_indent,indent_variance,max_indent,avg_identifier_length,max_identifier_length,num_unique_identifiers,identifier_diversity,single_letter_var_ratio,has_comments,num_hash_comments,num_slashslash_comments,has_def,has_class,has_import,has_from,has_if,has_else,has_elif,has_for,has_while,has_try,has_except,has_return,has_lambda,has_with,num_brackets,num_operators,num_comparisons,line_length_variance,max_line_length,num_blank_lines,blank_line_ratio,max_nesting,num_single_quotes,num_double_quotes,string_quote_ratio,label,language,generator
552,27,20.444444444444443,0.5507246376811594,0.014492753623188406,0.3242753623188406,0.1105072463768116,4.173913043478261,9.013232514177695,8,4.861538461538461,14,37,0.5692307692307692,0.15384615384615385,1,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,6,0,4,197.87928669410152,65,4,0.14814814814814814,2,0,6,0.0,1,Python,microsoft/Phi-3-medium-4k-instruct
193,10,19.3,0.5181347150259067,0.010362694300518135,0.23316062176165803,0.23834196891191708,1.3333333333333333,1.3333333333333335,3,3.0606060606060606,8,20,0.6060606060606061,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,4,1,114.04,35,1,0.1,0,6,0,6.0,0,Python,human
232,12,19.333333333333332,0.35344827586206895,0.1336206896551724,0.2543103448275862,0.25862068965517243,0.6363636363636364,0.5950413223140495,2,2.6451612903225805,5,20,0.6451612903225806,0.3225806451612903,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11,3,3,303.57638888888886,62,1,0.08333333333333333,0,4,0,4.0,0,Python,human
113,9,12.555555555555555,0.3805309734513274,0.07079646017699115,0.3008849557522124,0.24778761061946902,0.375,0.234375,1,2.388888888888889,5,11,0.6111111111111112,0.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,6,1,66.66666666666667,25,1,0.1111111111111111,0,0,0,0.0,0,Python,human
296,15,19.733333333333334,0.527027027027027,0.02364864864864865,0.2533783783783784,0.19594594594594594,1.4285714285714286,2.2448979591836733,4,3.466666666666667,6,20,0.4444444444444444,0.15555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,7,3,155.89333333333332,43,1,0.06666666666666667,0,0,0,0.0,0,Python,human
309,18,17.166666666666668,0.5016181229773463,0.016181229773462782,0.2459546925566343,0.23624595469255663,0.7058823529411765,0.6782006920415223,2,2.8703703703703702,5,20,0.37037037037037035,0.2777777777777778,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,14,1,99.17283950617283,38,1,0.05555555555555555,0,0,0,0.0,0,Python,human
2537,121,20.96694214876033,0.60149783208514,0.017737485218762318,0.19314150571541192,0.18762317698068584,1.4411764705882353,1.1485005767012688,4,4.044386422976501,15,109,0.2845953002610966,0.14360313315926893,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,102,13,4,289.74318694078283,76,19,0.15702479338842976,0,34,0,34.0,0,Python,human
944,50,18.88,0.4544491525423729,0.05614406779661017,0.20233050847457626,0.2870762711864407,1.0,4.666666666666667,8,2.558139534883721,9,60,0.3488372093023256,0.45348837209302323,1,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,60,53,23,200.29,55,8,0.16,2,14,8,1.75,1,Python,bigcode/starcoder2-7b
579,23,25.17391304347826,0.5820379965457686,0.04317789291882556,0.19170984455958548,0.18307426597582038,2.4,7.039999999999999,8,4.351351351351352,26,35,0.47297297297297297,0.16216216216216217,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,2,10,810.0831758034026,132,3,0.13043478260869565,2,8,8,1.0,1,Python,01-ai/Yi-Coder-9B
794,29,27.379310344827587,0.4005037783375315,0.09571788413098237,0.19395465994962216,0.30982367758186397,0.6,0.4,2,3.2857142857142856,26,58,0.5918367346938775,0.3877551020408163,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,34,8,2,1704.5184304399525,230,4,0.13793103448275862,0,66,0,66.0,0,Python,human
72,5,14.4,0.4861111111111111,0.027777777777777776,0.16666666666666666,0.3194444444444444,0.0,0.0,0,2.6923076923076925,5,8,0.6153846153846154,0.46153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,66.64,25,1,0.2,0,2,0,2.0,0,Python,human
2139,87,24.586206896551722,0.6386161757830762,0.015427769985974754,0.1622253389434315,0.18373071528751753,1.1805555555555556,1.2590663580246912,4,4.275541795665634,26,88,0.2724458204334365,0.11764705882352941,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,83,12,2,377.0450521865503,72,15,0.1724137931034483,0,24,0,24.0,0,Python,human
237,7,33.857142857142854,0.6624472573839663,0.008438818565400843,0.14345991561181434,0.18565400843881857,0.0,0.0,0,4.0256410256410255,10,29,0.7435897435897436,0.1794871794871795,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,8,2,2,763.1428571428571,77,1,0.14285714285714285,0,0,10,0.0,1,Python,Qwen/Qwen2.5-Coder-1.5B
323,17,19.0,0.43962848297213625,0.043343653250773995,0.25696594427244585,0.26006191950464397,1.1875,0.65234375,3,2.6545454545454548,9,25,0.45454545454545453,0.38181818181818183,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,11,1,56.29065743944636,34,1,0.058823529411764705,0,4,0,4.0,0,Python,human
247,17,14.529411764705882,0.41700404858299595,0.04048582995951417,0.29554655870445345,0.24696356275303644,1.4,1.1733333333333333,3,2.3191489361702127,6,19,0.40425531914893614,0.3829787234042553,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,52.00692041522492,33,2,0.11764705882352941,0,10,0,10.0,0,Python,human
279,20,13.95,0.3906810035842294,0.06093189964157706,0.35842293906810035,0.18996415770609318,1.4736842105263157,0.9861495844875344,3,2.945945945945946,5,13,0.35135135135135137,0.32432432432432434,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,8,6,52.3,32,1,0.05,0,0,0,0.0,0,Python,human
2375,47,50.53191489361702,0.4046315789473684,0.03747368421052632,0.29305263157894734,0.2648421052631579,6.391304347826087,54.064272211720215,27,2.507853403141361,50,114,0.29842931937172773,0.49476439790575916,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,53,343,125,1660.8003621548212,172,1,0.02127659574468085,6,4,7,0.5714285714285714,1,Python,microsoft/Phi-3-mini-4k-instruct
1191,45,26.466666666666665,0.37699412258606213,0.027707808564231738,0.43073047858942065,0.16456759026028547,9.45,59.947500000000005,33,3.2302158273381294,9,36,0.2589928057553957,0.2949640287769784,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,52,20,10,222.24987654320987,58,5,0.1111111111111111,8,0,10,0.0,1,Python,deepseek-ai/deepseek-coder-6.7b-base
165,5,33.0,0.4909090909090909,0.01818181818181818,0.20606060606060606,0.28484848484848485,0.5,0.25,1,2.6129032258064515,6,18,0.5806451612903226,0.41935483870967744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,2,331.76,52,1,0.2,0,4,0,4.0,0,Python,human
663,19,34.89473684210526,0.5007541478129713,0.007541478129713424,0.3212669683257919,0.17043740573152338,7.5,28.805555555555557,17,4.955223880597015,24,35,0.5223880597014925,0.208955223880597,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,28,4,531.9445983379502,78,1,0.05263157894736842,5,0,2,0.0,1,Python,01-ai/Yi-Coder-1.5B-Chat
1263,47,26.872340425531913,0.45368171021377673,0.015043547110055424,0.4251781472684085,0.1060965954077593,8.470588235294118,23.307958477508656,16,5.887755102040816,16,40,0.40816326530612246,0.21428571428571427,1,5,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,31,7,3,308.47804436396564,90,13,0.2765957446808511,4,0,6,0.0,0,Python,human
528,30,17.6,0.4734848484848485,0.03787878787878788,0.2537878787878788,0.23484848484848486,0.8275862068965517,0.8323424494649224,3,2.8735632183908044,8,30,0.3448275862068966,0.2988505747126437,1,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,32,18,4,129.83222222222224,48,1,0.03333333333333333,0,0,0,0.0,0,Python,human
984,47,20.93617021276596,0.5721544715447154,0.008130081300813009,0.19817073170731708,0.22154471544715448,0.0,0.0,0,3.7569444444444446,9,51,0.3541666666666667,0.20833333333333334,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,49,2,8,341.78542326844735,75,4,0.0851063829787234,0,12,12,1.0,1,Python,meta-llama/Llama-3.2-3B
1435,42,34.166666666666664,0.6355400696864112,0.02578397212543554,0.2229965156794425,0.1156794425087108,2.1714285714285713,10.370612244897957,12,4.328571428571428,13,113,0.5380952380952381,0.09523809523809523,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,37,12,3,3898.9160997732424,338,7,0.16666666666666666,3,16,0,16.0,1,Python,deepseek-ai/deepseek-coder-6.7b-instruct
152,9,16.88888888888889,0.6118421052631579,0.006578947368421052,0.20394736842105263,0.17763157894736842,1.1428571428571428,3.26530612244898,4,3.9583333333333335,12,15,0.625,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7,2,0,138.66666666666666,32,2,0.2222222222222222,1,0,0,0.0,1,Python,meta-llama/Llama-3.1-8B-Instruct
247,16,15.4375,0.4979757085020243,0.012145748987854251,0.22267206477732793,0.26720647773279355,0.6666666666666666,0.48888888888888893,2,2.6739130434782608,6,22,0.4782608695652174,0.30434782608695654,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,18,0,5,99.0,35,1,0.0625,0,6,0,6.0,0,Python,human
2902,58,50.03448275862069,0.19297036526533426,0.06237077877325982,0.5341144038594073,0.21054445210199862,15.185185185185185,44.66941015089164,24,2.628691983122363,7,44,0.18565400843881857,0.19831223628691982,1,148,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,43,18,80,1371.0145659928655,150,4,0.06896551724137931,21,3,106,0.02830188679245283,1,Python,01-ai/Yi-Coder-1.5B
1388,54,25.703703703703702,0.6023054755043228,0.011527377521613832,0.1909221902017291,0.1952449567723343,0.21052631578947367,0.7977839335180055,4,2.9510489510489513,13,33,0.11538461538461539,0.34615384615384615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103,25,0,1226.052469135802,149,16,0.2962962962962963,1,0,0,0.0,1,Python,microsoft/phi-2
331,18,18.38888888888889,0.5015105740181269,0.027190332326283987,0.2598187311178248,0.21148036253776434,1.2941176470588236,0.7958477508650518,3,2.7666666666666666,6,23,0.38333333333333336,0.4166666666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,6,74.91358024691357,32,1,0.05555555555555555,0,6,0,6.0,0,Python,human
1610,15,107.33333333333333,0.8006211180124223,0.0018633540372670807,0.17515527950310558,0.02236024844720497,0.0,0.0,0,4.809701492537314,13,155,0.5783582089552238,0.022388059701492536,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,0,12406.50666666667,362,5,0.3333333333333333,2,1,0,1.0,1,Python,Qwen/Qwen2.5-Coder-1.5B-Instruct
189,12,15.75,0.47619047619047616,0.037037037037037035,0.23809523809523808,0.24867724867724866,1.0,0.7272727272727273,2,2.6470588235294117,5,17,0.5,0.38235294117647056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,3,1,123.63888888888887,37,1,0.08333333333333333,0,0,0,0.0,0,Python,human
1139,95,11.989473684210527,0.5021949078138718,0.006145741878841089,0.2581211589113257,0.23353819139596138,1.0,0.9113924050632911,3,3.466666666666667,9,25,0.15151515151515152,0.2787878787878788,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16,68,90.25263157894737,38,16,0.16842105263157894,0,24,0,24.0,1,Python,bigcode/starcoder2-7b
135,7,19.285714285714285,0.37037037037037035,0.08148148148148149,0.31851851851851853,0.22962962962962963,1.4,0.64,2,3.176470588235294,11,10,0.5882352941176471,0.35294117647058826,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,176.24489795918367,37,2,0.2857142857142857,0,0,0,0.0,0,Python,human
1157,46,25.152173913043477,0.5358686257562663,0.02592912705272256,0.30682800345721695,0.1313742437337943,4.25,10.8375,12,4.975806451612903,16,61,0.49193548387096775,0.06451612903225806,1,7,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,26,1,3,367.5349716446124,70,6,0.13043478260869565,5,26,9,2.888888888888889,1,Python,deepseek-ai/deepseek-coder-6.7b-base
582,21,27.714285714285715,0.5773195876288659,0.005154639175257732,0.31099656357388317,0.10652920962199312,4.266666666666667,13.795555555555557,12,3.7472527472527473,10,49,0.5384615384615384,0.2087912087912088,1,6,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,11,3,3,672.9433106575964,106,6,0.2857142857142857,3,0,6,0.0,1,Python,meta-llama/Llama-3.3-70B-Instruct
2497,25,99.88,0.7681217460953144,0.006808169803764518,0.1762114537444934,0.048858630356427714,0.5882352941176471,1.6539792387543255,4,4.879795396419437,12,275,0.7033248081841432,0.08695652173913043,1,6,5,1,0,0,1,1,0,0,1,0,0,0,1,0,1,11,42,5,20957.833599999998,598,8,0.32,2,0,0,0.0,1,Python,meta-llama/Llama-3.1-8B-Instruct
631,26,24.26923076923077,0.6434231378763867,0.011093502377179081,0.179080824088748,0.1664025356576862,0.8,0.64,2,4.951219512195122,12,27,0.32926829268292684,0.18292682926829268,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,27,9,2,224.98224852071004,52,1,0.038461538461538464,0,2,0,2.0,0,Python,human
204,8,25.5,0.5833333333333334,0.0196078431372549,0.16666666666666666,0.23039215686274508,0.42857142857142855,0.5306122448979591,2,4.103448275862069,11,15,0.5172413793103449,0.10344827586206896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,2,2,460.484375,65,1,0.125,0,4,0,4.0,0,Python,human
132,9,14.666666666666666,0.3939393939393939,0.0,0.3181818181818182,0.2878787878787879,0.0,0.0,0,1.9259259259259258,5,13,0.48148148148148145,0.5555555555555556,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,3,6,1056.3950617283951,104,7,0.7777777777777778,0,0,4,0.0,1,Python,Qwen/Qwen2.5-Coder-7B-Instruct
193,11,17.545454545454547,0.49222797927461137,0.02072538860103627,0.25906735751295334,0.22797927461139897,0.4,0.24,1,2.526315789473684,6,18,0.47368421052631576,0.2894736842105263,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,8,0,179.50413223140495,48,1,0.09090909090909091,0,0,0,0.0,0,Python,human
1591,42,37.88095238095238,0.5801382778126964,0.018856065367693273,0.22878692646134507,0.17221873035826524,1.457142857142857,1.0481632653061221,3,4.393518518518518,14,110,0.5092592592592593,0.2037037037037037,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,39,0,2439.5623582766443,204,7,0.16666666666666666,0,6,2,3.0,1,Python,microsoft/Phi-3-medium-4k-instruct
1119,34,32.911764705882355,0.6041108132260947,0.005361930294906166,0.2752457551385165,0.11528150134048257,5.076923076923077,26.532544378698226,16,4.582781456953643,13,72,0.4768211920529801,0.19205298013245034,1,7,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,32,6,2,686.6435986159171,109,8,0.23529411764705882,4,2,0,2.0,1,Python,codellama/CodeLlama-70b-Instruct-hf
306,17,18.0,0.5392156862745098,0.013071895424836602,0.1895424836601307,0.2581699346405229,1.0,0.625,2,3.0555555555555554,7,27,0.5,0.3148148148148148,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,2,68.29065743944636,34,1,0.058823529411764705,0,4,0,4.0,0,Python,human
3039,94,32.329787234042556,0.627509049029286,0.006910167818361303,0.21355709114840407,0.15202369200394866,4.82051282051282,20.249835634451017,16,6.2615384615384615,22,117,0.36,0.009230769230769232,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,70,10,8,499.6075147125397,90,16,0.1702127659574468,4,16,3,5.333333333333333,1,Java,01-ai/Yi-Coder-1.5B
651,11,59.18181818181818,0.1889400921658986,0.271889400921659,0.10445468509984639,0.434715821812596,0.0,0.0,0,3.3137254901960786,6,20,0.39215686274509803,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,645.1074380165289,82,0,0.0,0,0,0,0.0,1,Python,meta-llama/Llama-3.2-3B
7282,585,12.447863247863248,0.37929140346058776,0.012359241966492723,0.4765174402636638,0.1318319143092557,9.282700421940929,18.877886378607414,20,3.888732394366197,17,151,0.21267605633802816,0.27887323943661974,1,0,9,0,1,1,0,1,1,0,1,1,1,0,1,0,0,241,88,46,283.1089955438673,89,348,0.5948717948717949,5,2,10,0.2,0,Java,human
528,25,21.12,0.3541666666666667,0.00946969696969697,0.42045454545454547,0.2159090909090909,6.333333333333333,17.22222222222222,12,2.8059701492537314,9,29,0.43283582089552236,0.44776119402985076,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,21,11,9,143.5744,49,1,0.04,3,0,8,0.0,1,Python,01-ai/Yi-Coder-1.5B-Chat
254,12,21.166666666666668,0.6889763779527559,0.003937007874015748,0.14173228346456693,0.16535433070866143,1.0,0.8,3,6.464285714285714,24,19,0.6785714285714286,0.03571428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,241.6875,45,2,0.16666666666666666,0,4,0,4.0,0,Python,human
702,28,25.071428571428573,0.5227920227920227,0.037037037037037035,0.24786324786324787,0.19230769230769232,2.6923076923076925,1.136094674556213,5,3.696078431372549,11,31,0.30392156862745096,0.17647058823529413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,14,3,149.02423469387753,61,2,0.07142857142857142,0,0,0,0.0,0,Python,human
806,41,19.658536585365855,0.5595533498759305,0.016129032258064516,0.23076923076923078,0.1935483870967742,1.2105263157894737,0.6925207756232686,3,3.2681159420289854,17,44,0.3188405797101449,0.2826086956521739,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,49,5,3,123.19214753123141,46,3,0.07317073170731707,0,0,0,0.0,0,Python,human
901,51,17.666666666666668,0.4683684794672586,0.03551609322974473,0.24639289678135406,0.24972253052164262,0.6666666666666666,0.4444444444444444,2,2.8733333333333335,8,48,0.32,0.3933333333333333,1,0,2,1,0,1,1,1,0,0,1,1,0,0,0,0,0,57,23,6,142.881968473664,43,6,0.11764705882352941,0,8,0,8.0,0,Python,human
1292,18,71.77777777777777,0.23374613003095976,0.2647058823529412,0.014705882352941176,0.4868421052631579,0.0,0.0,0,1.6137184115523466,6,114,0.41155234657039713,0.6498194945848376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,300,0,1711.9166666666667,151,0,0.0,0,2,0,2.0,1,Python,bigcode/starcoder2-15b
2741,121,22.65289256198347,0.5702298431229478,0.027727106895293688,0.2495439620576432,0.1524990879241153,2.536082474226804,12.681687745775323,20,4.218085106382978,21,143,0.3803191489361702,0.22340425531914893,1,22,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,77,27,27,417.3975821323681,76,24,0.19834710743801653,5,36,10,3.6,1,Python,01-ai/Yi-Coder-9B
782,23,34.0,0.5268542199488491,0.03324808184143223,0.22122762148337596,0.2186700767263427,1.0,0.38095238095238093,2,3.2153846153846155,17,33,0.25384615384615383,0.3923076923076923,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,41,16,10,435.1720226843101,96,2,0.08695652173913043,0,0,0,0.0,0,Python,human
755,16,47.1875,0.26490066225165565,0.030463576158940398,0.5165562913907285,0.1880794701986755,0.4375,0.37109375,2,5.714285714285714,14,32,0.9142857142857143,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,1619.1875,193,0,0.0,10,0,0,0.0,1,Python,Qwen/Qwen2.5-Coder-7B-Instruct
499,23,21.695652173913043,0.4849699398797595,0.052104208416833664,0.2965931863727455,0.16633266533066132,3.789473684210526,10.903047091412745,8,5.930232558139535,19,22,0.5116279069767442,0.32558139534883723,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,14,9,0,346.8884688090737,67,4,0.17391304347826086,2,0,0,0.0,1,Python,microsoft/Phi-3-mini-4k-instruct
3020,119,25.3781512605042,0.5582781456953643,0.029801324503311258,0.2675496688741722,0.14437086092715232,3.4343434343434343,17.78104275073972,16,4.614754098360656,18,178,0.48633879781420764,0.11475409836065574,1,5,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,73,14,41,442.00183602852906,114,20,0.16806722689075632,4,28,42,0.6666666666666666,1,Python,google/codegemma-2b
661,25,26.44,0.6278366111951589,0.0045385779122541605,0.14523449319213314,0.22239031770045387,0.55,0.2475,1,5.066666666666666,18,30,0.3333333333333333,0.14444444444444443,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,32,2,1,320.0896,63,5,0.2,0,12,0,12.0,0,Python,human
281,20,14.05,0.35231316725978645,0.03558718861209965,0.40569395017793597,0.20640569395017794,2.0,4.0,4,1.9615384615384615,5,19,0.36538461538461536,0.5961538461538461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,7,61.789999999999985,38,0,0.0,1,0,4,0.0,1,Python,google/codegemma-2b
356,11,32.36363636363637,0.5561797752808989,0.05056179775280899,0.2443820224719101,0.14887640449438203,3.2,15.360000000000003,12,4.5227272727272725,17,24,0.5454545454545454,0.25,1,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13,4,1,286.9752066115703,68,1,0.09090909090909091,3,0,0,0.0,1,Python,codellama/CodeLlama-70b-Instruct-hf
470,18,26.11111111111111,0.4851063829787234,0.014893617021276596,0.27872340425531916,0.22127659574468084,1.8823529411764706,3.9861591695501732,4,3.1232876712328768,7,28,0.3835616438356164,0.3013698630136986,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,13,11,1471.6944444444443,169,1,0.05555555555555555,1,0,4,0.0,1,Python,deepseek-ai/deepseek-coder-6.7b-base
316,13,24.307692307692307,0.560126582278481,0.0,0.18670886075949367,0.25316455696202533,0.08333333333333333,0.07638888888888888,1,2.723076923076923,7,24,0.36923076923076925,0.27692307692307694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,5,0,147.62130177514794,40,1,0.07692307692307693,0,0,0,0.0,0,Python,human
1369,67,20.432835820895523,0.5105916727538349,0.028487947406866325,0.30241051862673485,0.1585098612125639,2.328125,1.470458984375,4,3.828877005347594,11,45,0.24064171122994651,0.10695187165775401,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,38,28,18,106.96368901759858,43,3,0.04477611940298507,0,0,0,0.0,0,Python,human
642,24,26.75,0.5062305295950156,0.014018691588785047,0.26479750778816197,0.21495327102803738,3.2,2.96,7,3.0952380952380953,13,28,0.26666666666666666,0.3047619047619048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,9,8,468.4149305555556,104,4,0.16666666666666666,0,0,0,0.0,0,Python,human
158,9,17.555555555555557,0.4873417721518987,0.02531645569620253,0.25949367088607594,0.22784810126582278,0.5,0.5,2,2.40625,5,15,0.46875,0.40625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,2,2,195.77777777777777,42,1,0.1111111111111111,0,0,0,0.0,0,Python,human
1591,55,28.927272727272726,0.6197360150848523,0.021370207416719043,0.26587052168447517,0.09302325581395349,3.5348837209302326,12.806922660897781,12,5.308510638297872,17,87,0.4627659574468085,0.14361702127659576,1,14,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,29,3,2,511.36066115702477,92,12,0.21818181818181817,3,8,0,8.0,1,Python,Qwen/Qwen2.5-Coder-1.5B
440,24,18.333333333333332,0.4090909090909091,0.02727272727272727,0.3795454545454545,0.18409090909090908,3.0454545454545454,1.497933884297521,5,2.5714285714285716,8,17,0.24285714285714285,0.4857142857142857,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,9,156.06770833333334,45,2,0.08333333333333333,0,0,0,0.0,0,Python,human
546,19,28.736842105263158,0.6135531135531136,0.009157509157509158,0.25274725274725274,0.12454212454212454,2.933333333333333,7.395555555555554,8,4.605263157894737,27,49,0.6447368421052632,0.17105263157894737,1,5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,12,0,3,498.5872576177285,76,4,0.21052631578947367,2,0,4,0.0,1,Python,codellama/CodeLlama-70b-Instruct-hf
466,18,25.88888888888889,0.5450643776824035,0.004291845493562232,0.24248927038626608,0.20815450643776823,3.7142857142857144,7.918367346938774,8,4.354838709677419,24,28,0.45161290322580644,0.3709677419354839,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,22,3,1,259.3858024691358,51,4,0.2222222222222222,2,0,2,0.0,1,Python,microsoft/Phi-3-mini-4k-instruct
267,13,20.53846153846154,0.6292134831460674,0.00749063670411985,0.23220973782771537,0.13108614232209737,1.9,1.49,4,4.805555555555555,16,21,0.5833333333333334,0.2222222222222222,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5,3,2,205.92899408284018,43,3,0.23076923076923078,0,2,0,2.0,0,Python,human
887,29,30.586206896551722,0.42615558060879366,0.11161217587373168,0.27282976324689967,0.18940248027057496,7.157894736842105,14.448753462603882,12,4.875,7,37,0.42045454545454547,0.022727272727272728,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,55,19,8,1073.821640903686,142,10,0.3448275862068966,3,0,0,0.0,1,Python,bigcode/starcoder2-7b
54,3,18.0,0.7222222222222222,0.0,0.18518518518518517,0.09259259259259259,1.3333333333333333,3.555555555555556,4,5.714285714285714,14,7,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.22222222222221,26,0,0.0,1,0,0,0.0,1,Python,Qwen/Qwen2.5-Coder-1.5B-Instruct
141,8,17.625,0.5319148936170213,0.0070921985815602835,0.22695035460992907,0.23404255319148937,1.5714285714285714,1.1020408163265305,3,2.814814814814815,6,17,0.6296296296296297,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,1,116.6875,36,1,0.125,0,0,0,0.0,0,Python,human
454,22,20.636363636363637,0.6211453744493393,0.015418502202643172,0.2026431718061674,0.16079295154185022,1.1904761904761905,0.9160997732426304,3,4.622950819672131,10,27,0.4426229508196721,0.04918032786885246,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,19,6,4,114.58057851239668,47,1,0.045454545454545456,0,0,0,0.0,0,Python,human
237,11,21.545454545454547,0.4177215189873418,0.05907172995780591,0.35443037974683544,0.16877637130801687,5.454545454545454,15.338842975206614,12,4.074074074074074,6,14,0.5185185185185185,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,11,3,1,49.1404958677686,31,0,0.0,3,0,0,0.0,1,Python,01-ai/Yi-Coder-9B-Chat
675,25,27.0,0.28296296296296297,0.025185185185185185,0.4666666666666667,0.22518518518518518,10.083333333333334,54.243055555555564,24,2.10989010989011,6,27,0.2967032967032967,0.5494505494505495,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,34,12,9,238.9984,83,1,0.04,6,20,0,20.0,1,Python,Qwen/Qwen2.5-Coder-7B
616,38,16.210526315789473,0.31493506493506496,0.07305194805194805,0.3977272727272727,0.21428571428571427,5.0344827586206895,20.033293697978596,12,3.0985915492957745,8,21,0.29577464788732394,0.1267605633802817,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38,8,1,171.33864265927974,42,9,0.23684210526315788,3,3,10,0.3,1,Python,bigcode/starcoder
